section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Motorist fatally shot driving straight at NC trooper during traffic stop, cops say",174493,262,10,0,2,0,0,0,0,2019
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","‘Call the paramedics,’ great-grandmother says. She just won $10 million in NC lottery",174494,357,18,0,4,0,0,0,0,2019
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Ann Doss Helms, The Charlotte Observer",Charlotte 2019 women’s march hosts seek unity amid national strife over anti-Semitism,174495,1797,78,0,27,0,0,0,0,2019
politics_government,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",Pat McCrory rules out 9th District run – but he’s considering two other campaigns,174496,515,29,0,8,0,0,0,0,2019
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Man posing as minister brought Bibles stuffed with drugs to NC jail, deputies say",174497,315,10,0,6,0,0,0,0,2019
editorials,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer",What to do about that empty NC chair in Congress,174498,450,17,0,12,0,0,1,0,2019
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Cassie Cope, The Charlotte Observer",Police charge suspect with hit-and-run in death of 19-year-old Charlotte pedestrian,174499,362,14,0,5,0,0,0,0,2019
politics_government,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill and Brian Murphy, The Charlotte Observer","As Congress convenes, Mark Harris goes to court and meets with investigators in Raleigh",174500,974,49,0,34,0,0,0,0,2019
ece_incoming,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Runners will strip off clothes for the homeless in Charlotte’s South End on Saturday,174501,382,12,0,0,0,0,0,0,2019
charlotte_hornets,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Dallas Mavericks bury Charlotte Hornets with early barrage of 3-pointers,174502,686,22,0,11,0,0,0,0,2019
tv,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer","She’s a NASCAR trailblazer and, soon, a reality TV star. What would her mother think?",174503,1576,64,0,12,0,0,0,0,2019
charlotte_hornets,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets trailed by 47 Wednesday. At home! That begs questions about upcoming schedule,174504,806,35,0,9,0,0,0,0,2019
c5_people,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","CharlotteFive Staff, The Charlotte Observer",Tell us what candy you think should be brewed into a Legion Brewing beer — and win tickets to Queen City Brewers Festival 2019,174505,316,19,0,1,0,0,0,0,2019
c5_things_to_do,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Doolen, The Charlotte Observer",14 of the best free run clubs to help you keep your New Year’s resolution,174506,1005,46,0,0,0,0,0,0,2019
c5_things_to_do,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Jessica Swannie, The Charlotte Observer",Top 10 things you MUST do in January,174507,1039,90,0,5,0,0,0,0,2019
crime,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Suspect chased woman into a Charlotte karate school, ended up on a stretcher",174509,283,6,0,3,0,1,0,0,2019
local,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Myah Ward and Jane Wester, The Charlotte Observer",Family questions why woman was fatally hit in road after police helped her with car,174510,473,8,0,5,0,0,0,0,2019
local,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Myah Ward and Cristina Bolling, The Charlotte Observer",‘Community is devastated’ after mom dies days after already fatal house fire in Charlotte,174511,286,11,0,4,0,0,0,0,2019
preps_blog,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer",Wrestling/Swimming Roundup: Ardrey Kell/Providence split swim meet,174512,886,23,0,3,0,0,0,0,2019
high_school,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Five Observer-area players named to MaxPreps sophomore All-American team,174513,221,8,0,4,0,0,0,0,2019
charlotte_hornets,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Pat Graham, The Charlotte Observer",Hornets tip off 6-game trip with loss to Western Conference-leading Nuggets,174514,502,18,0,9,0,0,0,0,2019
college,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Kellan Grady returns to lineup in Davidson’s win against Duquesne. How did he fare?,174515,929,48,0,10,0,0,0,0,2019
high_school,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Saturday’s girls high school basketball capsules 01.05.18,174516,302,14,0,3,0,0,0,0,2019
high_school,2019-01-05,20190105,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Saturday’s Roundup: No. 3 Cox Mill stops Olympic behind huge night from Wendell Moore,174517,585,9,0,6,0,0,0,0,2019
carolina_panthers,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Jourdan Rodrigue, The Charlotte Observer",Evaluating Panthers’ 2019 free agents: Priorities? Toughest calls? Likely gone?,174518,1395,37,0,9,0,0,0,0,2019
politics_government,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Dawn Baumgartner Vaughan, The Charlotte Observer",Charlotte hires longtime Durham official as city attorney,174519,334,11,0,1,0,0,0,0,2019
local,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",‘Blood red’ super moon that once terrified people will rise during January eclipse,174520,433,18,0,2,0,0,0,0,2019
politics_government,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",What happens when you send just one Republican to Raleigh? Mecklenburg will find out.,174521,692,38,0,10,0,0,0,0,2019
north_carolina,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer","He confessed to cops on the street in DC, then NC police found wife’s body, they say",174522,257,6,0,8,0,0,0,0,2019
local,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Does Clemson’s Trevor Lawrence remind you of someone? Championship win ignites debate,174523,149,5,0,0,0,0,0,0,2019
business,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",Charlotte takes massive tourism and economic hit with CIAA relocation,174524,954,21,0,15,0,0,0,0,2019
north_carolina,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer",Popular chain will now deliver beer with your pizza in many NC cities,174525,231,5,0,0,0,0,0,0,2019
local,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer",Parents of boy who died of carbon monoxide in Boone hotel settle claim against state,174526,715,20,0,5,0,0,0,0,2019
education,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Ann Doss Helms, The Charlotte Observer",CMS hopes one new app and 500+ willing givers can help homeless students and families,174527,719,24,0,4,0,0,0,0,2019
local,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price and Ely Portillo, The Charlotte Observer",Mark Harris says urge to see Clemson game made it seem he was running from reporters,174528,316,11,0,3,0,0,0,0,2019
carolina_panthers,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Marcel Louis-Jacques, The Charlotte Observer",Which Panthers targets’ stock rose after Clemson’s dominant win over Alabama?,174529,586,16,0,6,0,0,0,0,2019
business,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Deon Roberts, The Charlotte Observer",Furniture maker will create 200 jobs in NC with new plant and ties to Crate and Barrel,174530,561,16,0,5,0,0,0,0,2019
opinion,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer",Who’s to blame for the CIAA tournament leaving Charlotte?,174531,519,21,0,7,0,0,0,0,2019
politics_government,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo, The Charlotte Observer",One of Charlotte’s signature projects is in trouble as city comes up $77 million short,174532,1119,51,0,17,0,0,0,0,2019
op_ed,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Keith Larson, Special to the Charlotte Observer, The Charlotte Observer",‘Your life doesn’t change by the man that’s elected’ (and other perspective from a New Year’s party),174533,451,35,0,7,0,0,0,0,2019
crime,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Jane Wester, The Charlotte Observer","Suspect and victim were both riding CMS school bus just before shooting, police say",174534,280,6,0,3,0,0,0,0,2019
local,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Frenzy stops traffic when chicken tenders spill on road. Don’t eat them, drivers told",174535,299,14,0,4,0,0,0,0,2019
politics_government,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill and Rashaan Ayesh, The Charlotte Observer","Citing ballot irregularities, conservative group pushes to not seat Democrat Hunt",174536,426,18,0,9,0,0,0,0,2019
national,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","World’s most lovelorn snail, Lonesome George, has died. His species is now extinct",174537,390,16,0,1,0,0,0,0,2019
politics_government,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","David Hodges, The Charlotte Observer",Mark Harris on running from reporters: ‘I regret it’,174538,310,16,0,1,0,0,0,0,2019
business,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Costco sign reveals when latest Charlotte-area store will open at Lake Norman,174539,523,8,0,7,0,0,0,0,2019
preps_blog,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Track/Swim Roundup: 7 area stars win at Winston-Salem-area indoor meet,174540,645,43,0,1,0,0,0,0,2019
education,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Ann Doss Helms, The Charlotte Observer","CMS shakes up superintendent’s pay package. Net gain for Wilcox: $37,000 a year",174541,724,16,0,18,0,0,0,0,2019
high_school,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Girls Roundup: No. 2 Vance rolls at West Charlotte,174542,1956,88,0,23,0,0,0,0,2019
high_school,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Tim Donelli, The Charlotte Observer",Tuesday’s boys basketball roundup: No. 10 West Charlotte takes down No. 4 Vance,174543,1126,41,0,9,0,0,0,0,2019
c5_people,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Melissa Oyler, The Charlotte Observer","Hot take: Work-life balance is overrated, says Black Wednesday’s Corri Smith",174544,1208,60,0,8,0,0,0,0,2019
c5_around_town,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Jessica Bentley, The Charlotte Observer","8 of Charlotte’s hotel bars worth a visit, even if you live here",174545,664,22,0,0,0,0,0,0,2019
c5_around_town,2019-01-08,20190108,"Charlotte Observer, The: Web Edition Articles (NC)","Katie Toussaint, The Charlotte Observer",The idiot’s guide to riding the light rail,174546,934,56,0,6,0,0,0,0,2019
panther_tracks,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Is Cam Newton the most underrated QB in the league? NFL defensive players say so,174547,120,5,0,2,0,0,0,0,2019
local,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Snow in the NC mountains and ice along I-40. Forecast less certain for Charlotte area,174548,330,10,0,1,0,0,0,0,2019
carolina_panthers,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Marcel Louis-Jacques, The Charlotte Observer","Panthers position analysis: Through draft or free agency, work to do at safety",174549,983,26,0,21,0,0,0,0,2019
scott_fowler,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer",My Dad taught me a wonderful lesson. An angry ostrich was involved.,174550,1433,63,0,2,0,0,0,0,2019
local,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Multiple red-eyed Bigfoot sightings in NC town lead to strange discovery in the woods,174552,409,18,0,3,0,0,0,0,2019
editorials,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","the Observer editorial board, The Charlotte Observer","Was Charlotte misled about the Cross Charlotte Trail? ‘I’m going to own this,’ city manager says.",174553,512,18,0,7,0,0,0,0,2019
south_carolina,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer","Man raised money to send Marine families to Disney. He pocketed most of it, feds say",174554,550,18,0,17,0,2,0,0,2019
preps_blog,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Thursday’s wrestling/swimming roundup: It’s Providence swimmers in a sweep,174555,598,12,0,5,0,0,0,0,2019
thats_racin,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Brendan Marks, The Charlotte Observer","Much is new for 2019, but there’s one thing Jimmie Johnson isn’t changing. Not ever.",174556,1003,47,0,4,0,0,0,0,2019
local,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Bruce Henderson, The Charlotte Observer",NC banjo master Earl Scruggs reached an audience of millions Friday. Ask Google why.,174557,345,12,0,1,0,0,0,0,2019
business,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",Lowe’s wants to keep records in discrimination court case sealed,174558,506,14,0,13,0,0,0,0,2019
politics_government,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","Ely Portillo, The Charlotte Observer","‘Bad math’ or ‘bungled,’ city struggles with $77 million Cross Charlotte Trail gap",174559,1902,77,0,19,1,0,0,0,2019
college,2019-01-11,20190111,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer","Davidson’s off to best start since joining A-10, but Wildcats get tough test Saturday",174561,412,13,0,6,0,0,0,0,2019
